INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (1, '145608290', 'Antonia Arletta', '868 Canterbury Drive', '7549978951');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (24, '657557674', 'Young Malisa', '904 Eagle Road', '4728827438');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (25, '025698191', 'Ruby Diedra', '012 Dogwood Lane', '9516831646');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (26, '971722573', 'Hailey Malisa', '265 Main Street East', '7955486552');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (27, '069028788', 'Keith Dell', '994 13th Street', '0093580791');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (28, '523721543', 'Meredith Aaron', '807 Park Avenue', '4409295165');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (29, '837387503', 'Michiko Pricilla', '429 Holly Drive', '5701987542');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (30, '009357065', 'Lieselotte Loma', '365 Clark Street', '9971789992');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (31, '779761727', 'Wendy Flossie', '838 Dogwood Lane', '2354339744');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (32, '637604758', 'Antonia Iluminada', '934 Bank Street', '9576999523');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (33, '324371188', 'Pricilla Reginald', '990 Highland Drive', '1680790717');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (34, '430508220', 'Renata Diedra', '347 Ivy Court', '0238523506');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (35, '473851792', 'Kenny Gonzalo', '051 5th Avenue', '0032188356');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (36, '660624046', 'Meredith Reginald', '356 Devon Road', '5901741395');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (37, '824891975', 'Michiko Justin', '963 Fairview Road', '9186495315');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (38, '343362177', 'Hailey Justin', '304 Highland Drive', '4981605810');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (39, '186255955', 'Ronnie Flossie', '109 Heather Lane', '3829896123');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (40, '133076559', 'Manda Loma', '825 Country Club Road', '5696783056');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (41, '470028782', 'Wendy Era', '051 Highland Drive', '6498347100');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (42, '632868591', 'Andre Meredith', '070 Circle Drive', '6190818790');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (43, '814906175', 'Diedra Flossie', '775 5th Avenue', '4916957896');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (44, '552336613', 'Normand Arletta', '051 Bank Street', '0369816627');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (45, '425826588', 'Justin Robert', '924 Heather Lane', '7423598424');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (46, '591115837', 'Ruby Ruby', '073 Victoria Court', '1431000085');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (47, '060836254', 'Michiko Jorge', '378 Vine Street', '0243585784');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (48, '326480112', 'Summer Marla', '607 Heather Lane', '2283945803');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (49, '698384312', 'Lamonica Willard', '345 Holly Drive', '7895177138');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (50, '977892026', 'Wendy Lamonica', '055 Canterbury Drive', '6363368423');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (51, '807481676', 'Loma Era', '629 5th Street South', '9822011022');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (52, '728591733', 'Lieselotte Iluminada', '059 Beech Street', '5485163833');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (53, '052808211', 'Iluminada Trinh', '735 Briarwood Court', '3701677296');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (54, '472017415', 'Willard Sharie', '437 Victoria Court', '5450075343');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (55, '112865888', 'Aurelia Lieselotte', '206 Hamilton Road', '7617561609');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (56, '331420057', 'Diedra Esta', '419 Heather Lane', '5036230977');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (57, '287861078', 'Arletta Renata', '880 Highland Drive', '7384616055');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (58, '022484275', 'Lawana Era', '157 Garfield Avenue', '7392210114');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (59, '769052870', 'Sharie Antonia', '450 Circle Drive', '4476358843');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (60, '102181393', 'Jorge Ninfa', '570 Beech Street', '3324463030');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (61, '786023774', 'Christopher Reginald', '951 Circle Drive', '6603202984');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (62, '776037915', 'Felicitas Diedra', '974 Main Street East', '6032166854');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (63, '409842778', 'Aaron Young', '666 Route 29', '7500086977');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (64, '871259208', 'Normand Loma', '362 Sheffield Drive', '2637622735');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (65, '643170562', 'Esta Dell', '825 Atlantic Avenue', '6741069402');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (66, '553643443', 'Tijuana Pricilla', '615 Orchard Avenue', '3323340333');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (67, '077567804', 'Kenny Kenny', '339 Canterbury Drive', '9403217083');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (68, '404681440', 'Felicitas Wendy', '747 13th Street', '3901600866');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (69, '531472776', 'Malisa Young', '502 Ivy Court', '0240229165');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (70, '283220232', 'Ruby Ninfa', '957 Circle Drive', '8857556426');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (71, '504219250', 'Arletta Loma', '575 Washington Street', '4942776774');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (72, '451089571', 'Diedra Meredith', '405 Atlantic Avenue', '6972699048');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (73, '352680370', 'Diedra Ronnie', '528 Grand Avenue', '9086701246');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (74, '913565337', 'Lamonica Lamonica', '428 Fairway Drive', '7642163937');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (75, '311432732', 'Ivory Felicitas', '472 Lafayette Street', '6514220473');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (76, '721339273', 'Jorge Rubin', '201 8th Avenue', '8367672652');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (77, '273799964', 'Jorge Andre', '224 Fairview Road', '8071808601');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (78, '570840557', 'Ninfa Ruby', '560 Schoolhouse Lane', '6227565916');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (79, '179160350', 'Keith Hailey', '810 Ivy Court', '8233064030');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (80, '785945642', 'Meta Summer', '685 13th Street', '6826358638');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (81, '353659877', 'Tijuana Justin', '472 Sheffield Drive', '6852556270');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (82, '096340565', 'Renata Ruby', '235 Atlantic Avenue', '5408159375');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (83, '601237576', 'Iluminada Keith', '974 Lafayette Street', '7602923722');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (84, '910713951', 'Keith Diedra', '365 Heather Lane', '3325660851');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (85, '163387635', 'Ninfa Tijuana', '005 Cleveland Avenue', '1140047608');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (86, '878454419', 'Manda Wendy', '846 Devon Road', '7347960858');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (87, '400791637', 'Lamonica Antonia', '169 Canterbury Drive', '8840075315');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (88, '496668952', 'Andre Jeremy', '308 Briarwood Court', '2474955041');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (89, '562857239', 'Christopher Aaron', '129 Buttonwood Drive', '0733735235');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (90, '290575009', 'Normand Aurelia', '707 Orchard Avenue', '0531138424');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (91, '525182363', 'Arletta Meredith', '129 Washington Street', '8206768168');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (92, '932191136', 'Jasmin Aaron', '193 Fairway Drive', '0117378610');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (93, '329437021', 'Tijuana Jasmin', '852 Main Street East', '6495109310');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (94, '517645977', 'Lawana Ronnie', '413 Beechwood Drive', '6676363292');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (95, '204151545', 'Ruby Sharie', '176 Eagle Road', '8174197977');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (96, '572962589', 'Iluminada Michiko', '479 Route 29', '9412627204');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (97, '836673143', 'Ivory Jeremy', '717 Lilac Lane', '4128302415');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (98, '893023181', 'Gonzalo Flossie', '002 Briarwood Court', '2620728920');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (99, '056783023', 'Willard Era', '661 Cemetery Road', '3358471032');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (100, '177537605', 'Rubin Ronnie', '203 Schoolhouse Lane', '0260132641');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (101, '014704296', 'Tijuana Manda', '717 Canterbury Drive', '1512388699');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (102, '661177835', 'Sharie Wendy', '894 Sheffield Drive', '1775686830');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (103, '036403144', 'Jasmin Justin', '491 Briarwood Court', '9941780105');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (104, '432943977', 'Ronnie Manda', '219 3rd Avenue', '7124958917');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (105, '821998667', 'Gonzalo Felicitas', '870 Fairway Drive', '9250828387');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (106, '458928508', 'Michiko Flossie', '140 Lafayette Street', '0950457596');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (107, '670135697', 'Meta Summer', '698 Vine Street', '4817625536');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (108, '681043044', 'Ronnie Andre', '169 State Street', '6728536414');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (109, '556095778', 'Aurelia Jasmin', '269 8th Avenue', '1840827076');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (110, '333617223', 'Ivory Aurelia', '860 Holly Drive', '5167670814');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (111, '428778670', 'Summer Arletta', '744 Heather Lane', '5615212010');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (112, '901229944', 'Ronnie Robert', '917 Beechwood Drive', '5848003533');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (113, '574379179', 'Meredith Kenny', '176 6th Street North', '5474144814');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (114, '229738215', 'Aurelia Jeremy', '693 Briarwood Court', '7080613911');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (115, '310875941', 'Justin Justin', '647 Devon Road', '2009587631');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (116, '858827703', 'Ivory Rubin', '830 Devon Road', '9258741237');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (117, '049440710', 'Trinh Hailey', '616 State Street', '8405589962');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (118, '688612361', 'Pricilla Esta', '090 Country Club Road', '5922652196');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (119, '847261090', 'Dell Christopher', '567 Route 202', '2104043445');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (120, '612206105', 'Kenny Lieselotte', '083 Victoria Court', '9603202480');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (121, '817871638', 'Meta Gonzalo', '002 Highland Drive', '5617290504');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (122, '103529188', 'Marla Lawana', '778 Circle Drive', '5608028018');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (123, '295861018', 'Aurelia Arletta', '137 State Street', '1691439672');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (124, '540101986', 'Lamonica Kenny', '763 Circle Drive', '0953357657');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (125, '149734381', 'Pricilla Felicitas', '275 Highland Drive', '4949630318');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (126, '234689132', 'Aaron Marla', '275 Overlook Circle', '0645287274');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (127, '075450749', 'Aurelia Manda', '619 5th Street South', '2011428904');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (128, '258546806', 'Ninfa Young', '399 Circle Drive', '6322081973');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (129, '326806318', 'Ruby Ronnie', '851 Devon Road', '5017555751');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (130, '249794837', 'Lawana Manda', '033 Lilac Lane', '7280197623');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (131, '300906405', 'Robert Christopher', '214 Fairview Road', '1055071787');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (132, '708414945', 'Robert Malisa', '579 Victoria Court', '7372346484');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (133, '168536466', 'Andre Gwyneth', '832 Washington Street', '1456205708');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (134, '706671569', 'Dell Willard', '311 Ivy Court', '1413632448');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (135, '887856466', 'Malisa Jasmin', '056 Buttonwood Drive', '5423320073');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (136, '271054611', 'Loma Willard', '724 6th Street North', '6810340082');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (137, '592378790', 'Antonia Flossie', '009 8th Avenue', '7124409435');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (138, '105822001', 'Jorge Loma', '610 Briarwood Court', '9387229132');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (139, '087650329', 'Kenny Lauryn', '101 Briarwood Court', '5308332940');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (140, '358580185', 'Tijuana Ronnie', '552 Park Avenue', '0005054393');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (141, '154561394', 'Hailey Ivory', '156 5th Avenue', '2393044892');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (142, '542393231', 'Rubin Arletta', '315 Vine Street', '0670166807');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (143, '118337763', 'Meredith Iluminada', '616 Dogwood Lane', '9272871410');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (144, '004556663', 'Malisa Aaron', '137 State Street', '4481777075');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (145, '869016554', 'Jasmin Jasmin', '589 8th Avenue', '9534857747');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (146, '488365728', 'Andre Willard', '522 Schoolhouse Lane', '5997226735');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (147, '141098571', 'Dell Kenny', '650 Highland Drive', '6077505726');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (148, '914522952', 'Esta Keith', '831 Bank Street', '9647561371');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (149, '131099721', 'Loma Gonzalo', '693 Eagle Road', '7186312044');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (150, '351289112', 'Michiko Iluminada', '668 Bank Street', '9238267986');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (151, '116624257', 'Antonia Andre', '630 Pennsylvania Avenue', '5038535852');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (152, '573176303', 'Meta Tijuana', '919 Victoria Court', '1316769174');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (153, '063408400', 'Robert Justin', '181 Route 202', '6482321360');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (154, '353623770', 'Ruby Meta', '015 Heather Lane', '8559798077');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (155, '925595845', 'Ninfa Rubin', '903 Fairway Drive', '6952756148');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (156, '382211997', 'Arletta Reginald', '169 Dogwood Lane', '8217670927');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (157, '451070821', 'Hailey Lamonica', '102 5th Street South', '5608153205');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (158, '008877689', 'Gonzalo Tijuana', '189 Atlantic Avenue', '4711645650');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (159, '342941974', 'Ivory Michiko', '115 Victoria Court', '2277498534');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (160, '237520504', 'Trinh Keith', '277 Vine Street', '3046957523');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (161, '603355119', 'Era Antonia', '925 Cemetery Road', '9857391623');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (162, '078866295', 'Felicitas Loma', '715 Augusta Drive', '9704586959');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (163, '838170365', 'Keith Justin', '001 Lilac Lane', '1900040070');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (164, '925377646', 'Ronnie Andre', '973 Garfield Avenue', '9306247590');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (165, '344993941', 'Era Marla', '147 Overlook Circle', '6216447240');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (166, '265789081', 'Marla Kenny', '456 State Street', '5450969710');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (167, '085165467', 'Loma Tijuana', '964 Cemetery Road', '1536989996');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (168, '028873330', 'Gwyneth Keith', '159 Bank Street', '2702103095');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (169, '451233672', 'Hailey Era', '768 Briarwood Court', '4315117869');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (170, '682759537', 'Trinh Lauryn', '118 Route 29', '0378560195');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (171, '757443950', 'Kenny Willard', '335 Overlook Circle', '5400324904');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (172, '946956228', 'Robert Pricilla', '358 Fairview Road', '3328093610');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (173, '647843989', 'Trinh Ronnie', '187 Heather Lane', '7914892385');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (174, '631588482', 'Meredith Gwyneth', '352 Orchard Avenue', '6126811204');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (175, '601236707', 'Lawana Willard', '122 Atlantic Avenue', '4864112756');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (176, '153591213', 'Christopher Pricilla', '173 Briarwood Court', '7007174713');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (177, '432951882', 'Sharie Jasmin', '208 Lilac Lane', '3618040811');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (178, '119159730', 'Ivory Lieselotte', '722 Depot Street', '3866670104');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (179, '950443366', 'Marla Loma', '458 13th Street', '3395213276');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (180, '499871996', 'Jeremy Ruby', '969 State Street', '6358824763');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (181, '354251296', 'Felicitas Manda', '051 Garfield Avenue', '7948539812');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (182, '778403723', 'Lieselotte Reginald', '856 Grand Avenue', '9953599695');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (183, '161450771', 'Summer Lamonica', '616 Vine Street', '6153664429');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (184, '846368138', 'Reginald Young', '403 13th Street', '7013040916');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (185, '352411624', 'Gonzalo Young', '368 Heather Lane', '8478089158');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (186, '048686457', 'Christopher Meta', '910 Heather Lane', '3509678786');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (187, '849563357', 'Era Jeremy', '127 Country Club Road', '3068430032');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (188, '489634796', 'Lieselotte Iluminada', '477 Clark Street', '9061932807');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (189, '889894633', 'Willard Malisa', '439 13th Street', '3191266653');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (190, '579251520', 'Malisa Lawana', '685 Beechwood Drive', '1928460970');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (191, '615755046', 'Meredith Pricilla', '386 Highland Drive', '1038712106');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (192, '863339874', 'Trinh Hailey', '643 Cemetery Road', '3472109658');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (193, '848352377', 'Robert Ninfa', '137 Depot Street', '3140434735');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (194, '549918369', 'Rubin Diedra', '198 Circle Drive', '4354820529');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (195, '160340246', 'Robert Lauryn', '474 Vine Street', '0662081666');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (196, '582594250', 'Jasmin Manda', '553 Vine Street', '2150641464');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (197, '535819658', 'Loma Aurelia', '107 Overlook Circle', '8433107284');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (198, '946298440', 'Manda Renata', '030 Sheffield Drive', '4658344762');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (199, '186046857', 'Christopher Lamonica', '465 Washington Street', '6333206170');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (200, '129924548', 'Malisa Malisa', '165 Main Street East', '6795086543');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (201, '424467673', 'Gonzalo Sharie', '951 Beechwood Drive', '2338615544');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (202, '747271376', 'Diedra Pricilla', '887 5th Street South', '5488284133');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (203, '199216873', 'Jorge Reginald', '288 Cemetery Road', '1301624884');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (204, '483512643', 'Jasmin Andre', '895 Lafayette Street', '4515308566');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (205, '828679023', 'Tijuana Manda', '744 Water Street', '4123746502');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (206, '969382027', 'Felicitas Antonia', '122 Lilac Lane', '8359076638');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (207, '527614280', 'Gwyneth Hailey', '044 Depot Street', '3434948818');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (208, '903144934', 'Flossie Era', '715 Country Club Road', '9200652253');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (209, '985888578', 'Young Willard', '847 Victoria Court', '8389075381');
INSERT INTO Customer (Id, SSN, Name, Address, Phone) Values (210, '130695735', 'Wendy Gwyneth', '812 Water Street', '9615401559');
